Бетоны для монолитных бетонных работ,шт,2775,1248,7192,1167,5283,4,1,2,A bove maiore discit arare minor — У взрослого вола учится пахать подрастающий; потомки учатся у предков,товар со склада продавца.,Henri Lloyd,A bove maiore discit arare minor — У взрослого вола учится пахать подрастающий; потомки учатся у предков,5,3,8.7.2011,26.7.2011,10,20,3
Синтетические наливные полы,км,741,8629,9742,209,8241,4,2,4,Beatius est magis dare quam accipere — Счастлив тот кто больше дает чем получает,Поставка в месте назначения,Компания Лена Баско,Beatius est magis dare quam accipere — Счастлив тот кто больше дает чем получает,5,1,2.7.2011,13.7.2011,4,13,17
Гипсокартонные плиты,шт,8305,527,5120,8666,4750,3,8,1,Beatus ille qui procul negotiis — Блажен тот кто вдали от дел,Поставка на терминале. Экспортные платежи лежат на продавцеа импортные на покупателе.Терминал находится на границенужно указать название терминала.,Иваново,Beatus ille qui procul negotiis — Блажен тот кто вдали от дел,5,4,27.6.2011,25.7.2011,27,40,39
Плиты из природного камня,л,6629,5452,4154,4502,1589,5,7,4,Bella gerant alii Protesilaus amet — Войны пусть ведут другие Протезилай пусть любит,товар доставляется заказчику очищенный от пошлин и рисков,Конфлекс СПб,Bella gerant alii Protesilaus amet — Войны пусть ведут другие Протезилай пусть любит,6,2,30.6.2011,28.7.2011,21,10,16
Средства по уходу за полом,кг,7201,8623,5124,803,5588,3,1,3,Bella gerant allii tu felix Austria nube; Nam quae Mars aliis dat tibi regna Venus — Войны пусть ведут другие а ты счастливая Австрия заключай браки ибо те владения которые другим дает Марс даст тебе Венера,товар со склада продавца.,Корпорация SELA,Bella gerant allii tu felix Austria nube; Nam quae Mars aliis dat tibi regna Venus — Войны пусть ведут другие а ты счастливая Австрия заключай браки ибо те владения которые другим дает Марс даст тебе Венера,5,3,2.7.2011,29.7.2011,4,11,25
Облицовочные плиты,м,4981,2965,7125,3169,2353,1,5,1,Bellum frigidum — холодная война,товар доставляется перевозчику заказчика.,Санкт-Петербург,Bellum frigidum — холодная война,5,4,23.6.2011,19.7.2011,32,4,32
Сайдинг,км,1722,5429,7707,4052,1248,4,5,8,Capiat qui сареrе potest — лови кто может поймать,товар доставляется к кораблю заказчика.,Корсар,Capiat qui сареrе potest — лови кто может поймать,5,2,9.7.2011,21.7.2011,24,25,22
Штукатурная сетка,шт,343,3119,9802,8324,8284,1,5,10,Capienda rebus in malis praeceps via est — В беде следует принимать опасные решения,товар со склада продавца.,Henri Lloyd,Capienda rebus in malis praeceps via est — В беде следует принимать опасные решения,6,2,27.6.2011,11.7.2011,25,5,17
Обои бумажные,л,9620,8384,8354,9434,8759,1,9,1,Capita aut navim — Головы или корабль,товар доставляется перевозчику заказчика.,Magnitov.net,Capita aut navim — Головы или корабль,5,4,28.6.2011,23.7.2011,39,28,33
Обои виниловые,кг,3284,7133,2548,1079,6323,4,5,4,Caritas ex pax — Уважение и мир,товар доставляется к кораблю заказчика.,Polyflor,Caritas ex pax — Уважение и мир,6,2,22.6.2011,12.7.2011,34,22,33
Обои моющиеся,м,0,2406,5388,3714,7788,4,2,5,Саrре diem — лови день; пользуйся каждым днем; не откладывай на завтра то что должен сделать сегодня (Гораций),товар погружается на корабль заказчика.,PromoVere,Саrре diem — лови день; пользуйся каждым днем; не откладывай на завтра то что должен сделать сегодня (Гораций),6,4,3.7.2011,29.7.2011,5,9,34
Стеклообои,км,4418,9386,8484,7206,942,5,5,2,Castigare ridendo mores — смехом исправлять нравы,товар доставляется до порта заказчика (без выгрузки).,Москва,Castigare ridendo mores — смехом исправлять нравы,6,2,24.6.2011,12.7.2011,22,34,21
Жидкие обои,шт,1096,3532,5602,8128,5309,4,10,7,Castis omnia casta — Чистым (людям) все чисто,товар страхуется и доставляется до порта заказчика (без выгрузки).,Red Fox,Castis omnia casta — Чистым (людям) все чисто,5,4,20.7.2011,7.8.2011,29,31,2
Потолочные обои,л,7338,2828,2998,3944,5266,3,5,6,Casu — случайно,товар доставляется перевозчику заказчика в указанном месте назначения,Санкт-Петербург,Casu — случайно,6,1,24.6.2011,4.7.2011,14,22,25
Текстильные и растительные обои,кг,7708,5334,7511,1157,1870,4,2,9,Casus — случай,товар страхуется и доставляется перевозчику заказчика в указанном месте назначения,Sportego,Casus — случай,6,1,16.7.2011,9.8.2011,29,11,23
Кирпич огнеупорный,м,5260,6599,2303,3628,1740,2,8,3,Casus belli — повод к войне к конфликту,Поставка в месте назначения,Санкт-Петербург,Casus belli — повод к войне к конфликту,6,3,28.6.2011,23.7.2011,4,24,21
Двери противопожарные,км,9985,1186,8251,1444,8733,2,2,5,Cattus amat piscem sed non vult tingere plantam —,Поставка на терминале. Экспортные платежи лежат на продавцеа импортные на покупателе.Терминал находится на границенужно указать название терминала.,WDMobile,Cattus amat piscem sed non vult tingere plantam —,6,3,19.7.2011,29.7.2011,14,14,9
Стеклопакеты противопожарные,шт,7866,1578,6960,4402,2891,4,5,1,Causa causarum — Причина причин (главная причина),товар доставляется заказчику очищенный от пошлин и рисков,Авторское ателье,Causa causarum — Причина причин (главная причина),5,1,24.6.2011,21.7.2011,28,30,12
Датчики предупреждения,л,8916,3580,1638,6288,8222,4,8,7,Causa efficiens — Действующая причина,товар со склада продавца.,Ева,Causa efficiens — Действующая причина,6,4,8.7.2011,26.7.2011,33,28,38
Спринклерные установки,кг,7249,8019,6010,3764,6928,1,8,4,Causa finita est — Вопрос решен,товар доставляется перевозчику заказчика.,Завод акустических конструкций,Causa finita est — Вопрос решен,5,2,6.7.2011,30.7.2011,5,20,6
Огнезащитные покрытия,м,3452,7205,8126,87,5308,3,2,10,Causa justa — Справедливая уважительная причина,товар доставляется к кораблю заказчика.,Завод резиновой обуви Треугольник,Causa justa — Справедливая уважительная причина,5,2,9.7.2011,28.7.2011,30,36,36
Окна из ПВХ,км,3390,6744,2928,893,822,5,4,4,Cautus enim metuit foveam lupus —,товар со склада продавца.,Здравый промысел,Cautus enim metuit foveam lupus —,6,4,29.6.2011,26.7.2011,7,37,33
Окна деревянные,шт,2952,3588,2682,9560,4298,2,9,2,Carthagenem esse delendam — карфаген должен быть разрушен,товар доставляется перевозчику заказчика.,Золотой жук,Carthagenem esse delendam — карфаген должен быть разрушен,5,3,20.7.2011,13.8.2011,39,13,25
Окна в алюминиевых дерево-алюминиевых и стальных переплетах,л,5185,3939,4200,9845,6650,1,4,6,Causa causalis — причина причин главная причина,товар доставляется к кораблю заказчика.,Ивспецпошив,Causa causalis — причина причин главная причина,5,2,19.7.2011,3.8.2011,31,34,36
Окна мансардные,кг,5763,4732,8394,5601,1668,2,6,9,De actu et visu — по опыту и наблюдениям,товар погружается на корабль заказчика.,Иваново,De actu et visu — по опыту и наблюдениям,5,2,14.7.2011,4.8.2011,1,2,29
Решетки на окна,м,7648,856,5935,6787,3506,4,1,10,Debes ergo potes — должен значит можешь,товар доставляется до порта заказчика (без выгрузки).,Илим Гофра,Debes ergo potes — должен значит можешь,5,2,16.7.2011,4.8.2011,13,26,14
Рольставни,км,2708,8615,9014,8268,1715,3,8,2,Debito tempore — в должное врeмя,товар страхуется и доставляется до порта заказчика (без выгрузки).,Санкт-Петербург,Debito tempore — в должное врeмя,6,2,8.7.2011,31.7.2011,6,31,9
Жалюзи,шт,3557,9280,2516,5975,7624,4,7,10,De die in diem — изо дня в день,товар доставляется перевозчику заказчика в указанном месте назначения,Ильма,De die in diem — изо дня в день,5,2,2.7.2011,13.7.2011,38,1,22
Витрины,л,9697,2942,353,4075,4956,1,6,2,De (ех) nihilo nihil — из ничего — ничто; ничто не возникает из ничего (Лукреций),товар страхуется и доставляется перевозчику заказчика в указанном месте назначения,Имидж Веар,De (ех) nihilo nihil — из ничего — ничто; ничто не возникает из ничего (Лукреций),6,3,27.6.2011,24.7.2011,27,1,40
Стеновые декоративные панели из пластика,кг,6174,1457,3388,1047,7297,1,7,8,De facto — фактически на деле,Поставка в месте назначения,Императорский фарфоровый завод,De facto — фактически на деле,6,3,21.6.2011,8.7.2011,1,2,1
Деревянная облицовка стен панели вагонка,м,1695,2561,6807,1144,7928,5,5,1,De gustibus et coloribus (non) est disputandum — о вкусах и цветах (не) спорят,Поставка на терминале. Экспортные платежи лежат на продавцеа импортные на покупателе.Терминал находится на границенужно указать название терминала.,ИП Капитонова Олеся Александровна,De gustibus et coloribus (non) est disputandum — о вкусах и цветах (не) спорят,6,3,7.7.2011,25.7.2011,39,16,5
Наличники галтели раскладки уголки,км,6426,5156,1429,4603,97,3,4,7,Dе jure — юридически по праву,товар доставляется заказчику очищенный от пошлин и рисков,Санкт-Петербург,Dе jure — юридически по праву,6,4,24.6.2011,15.7.2011,35,4,4
Жидкие гвозди,шт,2369,4370,5082,2022,2859,1,10,6,De lana caprina — о пустяках (доcл.; о козьей шерсти),товар со склада продавца.,Исполать,De lana caprina — о пустяках (доcл.; о козьей шерсти),6,3,21.7.2011,18.8.2011,13,32,12
Облицовочные материалы из декоративного бетона,л,2961,3452,9412,7191,2970,1,10,7,De lingua slulta incommoda multa — из-за пустых (глупых) слов бывают большие неприятности,товар доставляется перевозчику заказчика.,Квалитас,De lingua slulta incommoda multa — из-за пустых (глупых) слов бывают большие неприятности,5,1,21.7.2011,14.8.2011,8,33,30
Полимерные пленки,кг,63,4305,2829,8771,4273,5,7,5,Demon est deus inversus зло — это добро наоборот,товар доставляется к кораблю заказчика.,Кожгалантерейное предприятие им. Августа Бебеля,Demon est deus inversus зло — это добро наоборот,5,2,28.6.2011,28.7.2011,29,7,15
Подвесные потолки панелей,м,1861,1861,2041,4870,3129,4,2,1,De mortuis aut bene aut nihil — об умерших не злословить (досл.; о мертвых или хорошо или ничего),товар со склада продавца.,Коммерческая группа Негоция,De mortuis aut bene aut nihil — об умерших не злословить (досл.; о мертвых или хорошо или ничего),6,1,4.7.2011,30.7.2011,3,3,4
Подвесные потолки из синтетического сайдинга,км,923,2631,6975,1864,6259,5,1,9,De non apparentibus et non existentibus eadem est ratio — отношение к неявившимся и к несуществующим одинаково,товар доставляется перевозчику заказчика.,Компания Лена Баско,De non apparentibus et non existentibus eadem est ratio — отношение к неявившимся и к несуществующим одинаково,5,3,9.7.2011,20.7.2011,34,23,35
Подвесные потолки из алюминиевых профилей и сайдинга,шт,3381,8216,62,4816,6060,2,10,7,Desiderata — пожелания намерения,товар доставляется к кораблю заказчика.,Иваново,Desiderata — пожелания намерения,5,4,23.6.2011,9.7.2011,20,4,12
Натяжные потолки,л,8733,679,8506,2149,9969,1,5,8,Des partem leonis — отдай львиную долю,товар погружается на корабль заказчика.,Конфлекс СПб,Des partem leonis — отдай львиную долю,5,4,30.6.2011,30.7.2011,30,28,9
Декоративные элементы,кг,4354,1392,4788,6276,7590,4,2,2,Detur digniori — да будет дано достойнейшему,товар доставляется до порта заказчика (без выгрузки).,Корпорация SELA,Detur digniori — да будет дано достойнейшему,6,3,12.7.2011,8.8.2011,7,37,2
Синтетическая плитка для потолков,м,9466,4371,1980,4820,7437,2,6,6,Edimus ut vivamus; nоn vivimus ut edamus — мы едим чтобы жить но не живем чтобы есть,товар страхуется и доставляется до порта заказчика (без выгрузки).,Санкт-Петербург,Edimus ut vivamus; nоn vivimus ut edamus — мы едим чтобы жить но не живем чтобы есть,6,1,3.7.2011,18.7.2011,7,36,33
Стеклосетки,км,5623,9440,7880,1614,258,5,2,6,Е fructu arbor cognoscitur — по плоду узнается дерево (яблоко от яблони недалеко падает),товар доставляется перевозчику заказчика в указанном месте назначения,Корсар,Е fructu arbor cognoscitur — по плоду узнается дерево (яблоко от яблони недалеко падает),6,1,26.6.2011,18.7.2011,4,22,30
Зеркала,шт,2105,7818,8319,3350,836,1,7,2,Ego te intus et in cute novi — знаю тебя и под кожей и снаружи (вижу тебя насквозь),товар страхуется и доставляется перевозчику заказчика в указанном месте назначения,Henri Lloyd,Ego te intus et in cute novi — знаю тебя и под кожей и снаружи (вижу тебя насквозь),6,3,24.6.2011,21.7.2011,19,7,20
Стекло оконное,л,4568,4016,7590,9588,5061,1,7,7,Elephantum ех musca facis — делаешь из мухи слона,Поставка в месте назначения,Magnitov.net,Elephantum ех musca facis — делаешь из мухи слона,5,1,21.6.2011,6.7.2011,10,23,6
Стекло солнцеотражающее,кг,4813,4405,8997,3143,4946,4,8,8,Ео ipso — вследствие этого тем самым,Поставка на терминале. Экспортные платежи лежат на продавцеа импортные на покупателе.Терминал находится на границенужно указать название терминала.,Polyflor,Ео ipso — вследствие этого тем самым,5,4,20.7.2011,18.8.2011,32,29,16
Стеклопакеты клееные одно- и двухкамерные,м,3275,7381,6639,1254,6822,2,6,3,Epistula nоn erubescit — бумага не краснеет бумага все терпит (Цицерон),товар доставляется заказчику очищенный от пошлин и рисков,PromoVere,Epistula nоn erubescit — бумага не краснеет бумага все терпит (Цицерон),5,1,21.7.2011,15.8.2011,13,25,31
Стеклопакеты с заполнением инертным газом,км,9193,6294,7713,9152,887,1,3,8,Errare humanum est- человеку свойственно ошибаться,товар со склада продавца.,Москва,Errare humanum est- человеку свойственно ошибаться,6,1,19.7.2011,13.8.2011,10,19,14
Стеклопакеты вакуумные,шт,2293,5142,8723,537,765,4,9,2,Errata — ошибки опечатки,товар доставляется перевозчику заказчика.,Red Fox,Errata — ошибки опечатки,5,3,26.6.2011,19.7.2011,37,8,14
Триплекс,л,5411,3870,3014,5489,5968,3,7,8,Esse quam videri — быть а не казаться,товар доставляется к кораблю заказчика.,Санкт-Петербург,Esse quam videri — быть а не казаться,5,2,21.7.2011,15.8.2011,31,9,5
Стекло пуленепробиваемое,кг,742,2725,8441,3124,5658,1,9,10,Est modus in rebus — всему есть предел; все имеет свою меру (Гораций),товар со склада продавца.,Sportego,Est modus in rebus — всему есть предел; все имеет свою меру (Гораций),6,1,14.7.2011,30.7.2011,38,39,1
Стекло витражное,м,8583,2535,3343,5262,8902,5,10,1,Est rerum omnium magister usus — опыт — всему учитель (Цезарь),товар доставляется перевозчику заказчика.,Санкт-Петербург,Est rerum omnium magister usus — опыт — всему учитель (Цезарь),6,2,12.7.2011,2.8.2011,11,30,35
Поликарбонат,км,1690,3307,9841,6903,46,3,10,9,Et cetera (etc.) — и так далее и прочее,товар доставляется к кораблю заказчика.,WDMobile,Et cetera (etc.) — и так далее и прочее,5,3,21.7.2011,1.8.2011,33,5,39
Оргстекло,шт,2871,8523,756,9050,2924,4,10,2,Et gaudium et solatium in litteris — и радость и утешение в науках(Плиний),товар погружается на корабль заказчика.,Авторское ателье,Et gaudium et solatium in litteris — и радость и утешение в науках(Плиний),5,3,3.7.2011,15.7.2011,39,19,7
Витражи художественные,л,860,5011,2681,3763,6712,5,6,3,Et singula praeduntur anni — и годы берут свое,товар доставляется до порта заказчика (без выгрузки).,Ева,Et singula praeduntur anni — и годы берут свое,5,1,19.7.2011,5.8.2011,36,22,17
Системы остекления зимних садов и пристроенных теплиц,кг,8526,878,7254,1092,9060,3,9,1,Ех abrupto — без предисловий без приготовлений сразу внезапно,товар страхуется и доставляется до порта заказчика (без выгрузки).,Завод акустических конструкций,Ех abrupto — без предисловий без приготовлений сразу внезапно,5,4,25.6.2011,7.7.2011,12,19,18
Стеклянные фасады,м,3113,360,1234,7703,5031,3,5,3,Ех adverso — доказательство от противного,товар доставляется перевозчику заказчика в указанном месте назначения,Завод резиновой обуви Треугольник,Ех adverso — доказательство от противного,6,3,3.7.2011,19.7.2011,1,18,5
Пеностекло,км,7867,9558,382,6060,2250,3,5,3,Faber est suae quisque furtunae (Sallustius) — каждый сам кузнец своей судьбы,товар страхуется и доставляется перевозчику заказчика в указанном месте назначения,Здравый промысел,Faber est suae quisque furtunae (Sallustius) — каждый сам кузнец своей судьбы,6,3,20.7.2011,4.8.2011,36,4,18
Стекло цветное,шт,2212,6140,6013,4684,4663,3,5,1,Fabri soli de suis artibus iudicent — только мастер может судить о своем ремесле,Поставка в месте назначения,Золотой жук,Fabri soli de suis artibus iudicent — только мастер может судить о своем ремесле,5,4,20.7.2011,2.8.2011,34,8,26
Грунтовка,л,9354,4025,6789,9864,3925,3,9,6,Fac et spera — твори и надейся!,Поставка на терминале. Экспортные платежи лежат на продавцеа импортные на покупателе.Терминал находится на границенужно указать название терминала.,Ивспецпошив,Fac et spera — твори и надейся!,5,1,28.6.2011,13.7.2011,5,22,25
Побелка,кг,7645,4249,2868,9251,395,1,7,8,Fac fideli sis fidelis — будь верен тому кто верен (тебе),товар доставляется заказчику очищенный от пошлин и рисков,Иваново,Fac fideli sis fidelis — будь верен тому кто верен (тебе),6,3,10.7.2011,21.7.2011,25,29,19
Магнезиальные вяжущие,м,1438,5632,3859,3731,2467,2,2,4,Faciant meliora potentes — пусть сделает лучше кто может,товар со склада продавца.,Илим Гофра,Faciant meliora potentes — пусть сделает лучше кто может,5,3,26.6.2011,12.7.2011,25,7,6
Известь строительная,км,1401,4206,9303,7427,8307,3,1,3,Facile aliis ignoscet qui sua vitia noverit — охотно прощает других тот кто знает свои недостатки,товар доставляется перевозчику заказчика.,Санкт-Петербург,Facile aliis ignoscet qui sua vitia noverit — охотно прощает других тот кто знает свои недостатки,5,2,7.7.2011,27.7.2011,40,20,16
Синтетические штукатурки,шт,3674,846,5101,3189,972,3,10,5,Facile dictu difficile factu — легко сказать трудно сделать,товар доставляется к кораблю заказчика.,Ильма,Facile dictu difficile factu — легко сказать трудно сделать,5,1,24.6.2011,10.7.2011,29,16,5
Цементы,л,5672,8982,7380,44,3018,3,8,5,Facile ex amico inimicum facies cui promissa non reddas — легко из друга сделаешь врага когда обещенное не выполняешь (не отдаешь),товар со склада продавца.,Имидж Веар,Facile ex amico inimicum facies cui promissa non reddas — легко из друга сделаешь врага когда обещенное не выполняешь (не отдаешь),5,2,8.7.2011,6.8.2011,19,39,14
Шпаклевки,кг,5303,1799,5415,7026,1879,3,5,2,Facile omnes cum valemus recta consilia aegrotis damus (Terentius) — когда мы здоровы то легко даем больным хорошие советы (Теренций),товар доставляется перевозчику заказчика.,Императорский фарфоровый завод,Facile omnes cum valemus recta consilia aegrotis damus (Terentius) — когда мы здоровы то легко даем больным хорошие советы (Теренций),5,4,29.6.2011,12.7.2011,37,8,37
Затирки,м,961,7980,9872,2736,9181,3,7,8,Facilitate nil esse homini melius neque clementia (Terentius) - нет у человека способности лучше чем мягкосердечие,товар доставляется к кораблю заказчика.,ИП Капитонова Олеся Александровна,Facilitate nil esse homini melius neque clementia (Terentius) - нет у человека способности лучше чем мягкосердечие,5,3,16.7.2011,27.7.2011,10,28,30
Известковые вяжущие,км,4364,4332,5906,6447,3733,2,5,9,Facilius crescit quam inchoatur dignitas (Syrus) — уважение быстрее растёт чем начинается (Сир).,товар погружается на корабль заказчика.,Санкт-Петербург,Facilius crescit quam inchoatur dignitas (Syrus) — уважение быстрее растёт чем начинается (Сир).,5,1,25.6.2011,7.7.2011,40,23,5
Гипсовые вяжущие,шт,7847,5981,1520,3123,5848,3,6,10,A bove maiore discit arare minor — У взрослого вола учится пахать подрастающий; потомки учатся у предков,товар доставляется до порта заказчика (без выгрузки).,Исполать,A bove maiore discit arare minor — У взрослого вола учится пахать подрастающий; потомки учатся у предков,6,2,22.6.2011,14.7.2011,33,17,37
Смеси для самовыравнивающихся стяжек,л,5774,8562,6962,6613,1295,1,10,3,A capite foetet piscis — рыба гниет с головы,товар страхуется и доставляется до порта заказчика (без выгрузки).,Квалитас,A capite foetet piscis — рыба гниет с головы,6,2,23.6.2011,6.7.2011,28,33,2
Штукатурные смеси для наружных работ,кг,5865,8779,5688,3046,1249,3,1,1,A capillis usque ad ungues — от волос до ногтей,товар доставляется перевозчику заказчика в указанном месте назначения,Кожгалантерейное предприятие им. Августа Бебеля,A capillis usque ad ungues — от волос до ногтей,5,2,19.7.2011,6.8.2011,21,15,8